Name,ID,Rating,Preferred,Age,Acceleration,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
Bruno Gaspar,225402,74,RB,25,79,68,84,0,0,73,0,74,0,0,0,0,0,0,0,0,0,0,66,79,0,0,74,0,66,70,0,74,85,78,74,0,0,0
D. Simpson,169600,74,RB,31,63,80,63,0,0,68,0,65,0,0,0,0,0,0,0,0,0,0,79,77,0,0,81,0,82,64,0,78,54,70,79,0,0,0
H. Traoré,219789,74,RB,26,86,73,72,0,0,73,0,73,0,0,0,0,0,0,0,0,0,0,72,90,0,0,67,0,74,71,0,71,80,76,72,0,0,0
Bruno Saltor,145047,74,RB,37,57,74,66,0,0,78,0,75,0,0,0,0,0,0,0,0,0,0,80,56,0,0,79,0,82,77,0,76,53,55,80,0,0,0
J. Tavernier,195479,74,RB,26,85,71,72,0,0,74,0,76,0,0,0,0,0,0,0,0,0,0,67,72,0,0,62,0,65,74,0,71,87,86,74,0,0,0
V. Laurini,210859,74,RB,29,79,74,78,0,0,68,0,70,0,0,0,0,0,0,0,0,0,0,74,78,0,0,70,0,73,66,0,74,75,78,76,0,0,0
A. Eschenko,170923,74,RB,34,75,76,78,0,0,73,0,71,0,0,0,0,0,0,0,0,0,0,74,50,0,0,68,0,73,69,0,74,77,82,74,0,0,0
Marc Navarro,231600,74,RB,22,70,59,63,0,0,74,0,76,0,0,0,0,0,0,0,0,0,0,73,41,0,0,73,0,69,74,0,73,68,69,75,0,0,0
Jesus Andradaldo,230354,74,RB,26,69,82,80,0,0,69,0,68,0,0,0,0,0,0,0,0,0,0,73,77,0,0,75,0,68,76,0,77,76,76,74,0,0,0
S. Özbayrakl?,223188,74,RB,28,79,78,82,0,0,72,0,76,0,0,0,0,0,0,0,0,0,0,70,74,0,0,68,0,69,72,0,70,82,83,70,0,0,0
T. K?dziora,210136,74,RB,24,74,72,71,0,0,65,0,78,0,0,0,0,0,0,0,0,0,0,65,73,0,0,75,0,69,68,0,75,79,75,76,0,0,0
R. Saravia,215256,74,RB,25,88,83,76,0,0,67,0,71,0,0,0,0,0,0,0,0,0,0,64,85,0,0,74,0,72,66,0,73,89,91,71,0,0,0
Juanfran,188135,74,RB,29,74,68,75,0,0,79,0,73,0,0,0,0,0,0,0,0,0,0,75,74,0,0,49,0,73,72,0,74,79,89,73,0,0,0
V. Rosier,234730,74,RB,21,78,74,67,0,0,74,0,69,0,0,0,0,0,0,0,0,0,0,74,67,0,0,68,0,72,69,0,74,74,75,75,0,0,0
S. Lainer,223724,74,RB,25,84,84,75,0,0,66,0,74,0,0,0,0,0,0,0,0,0,0,68,66,0,0,62,0,75,69,0,73,85,90,71,0,0,0
A. Wan-Bissaka,229880,74,RB,20,86,63,83,0,0,67,0,64,0,0,0,0,0,0,0,0,0,0,71,60,0,0,78,0,65,66,0,82,87,70,76,0,0,0
V. Manceau,189946,74,RB,28,62,72,67,0,0,74,0,75,0,0,0,0,0,0,0,0,0,0,76,82,0,0,76,0,75,75,0,75,45,80,75,0,0,0
L. Advíncula,204539,74,RB,28,95,70,80,0,0,74,0,75,0,0,0,0,0,0,0,0,0,0,63,72,0,0,66,0,69,73,0,67,94,80,70,0,0,0
F. Chafik,210434,73,RB,31,77,69,72,0,0,66,0,67,0,0,0,0,0,0,0,0,0,0,70,60,0,0,72,0,69,60,0,78,75,88,77,0,0,0
T. Smith,203783,73,RB,26,74,71,60,0,0,70,0,74,0,0,0,0,0,0,0,0,0,0,69,62,0,0,69,0,74,70,0,71,69,76,74,0,0,0
Molinero,166664,73,RB,32,71,80,76,0,0,73,0,70,0,0,0,0,0,0,0,0,0,0,67,80,0,0,73,0,72,71,0,75,75,73,71,0,0,0
V. Karavaev,219409,73,RB,23,76,69,71,0,0,69,0,72,0,0,0,0,0,0,0,0,0,0,70,74,0,0,70,0,69,71,0,71,77,85,73,0,0,0
J. Ward,186392,73,RB,28,55,74,61,0,0,69,0,72,0,0,0,0,0,0,0,0,0,0,76,65,0,0,74,0,74,69,0,78,62,72,77,0,0,0
Rodrigo Galo,203810,73,RB,31,78,64,72,0,0,75,0,77,0,0,0,0,0,0,0,0,0,0,69,68,0,0,68,0,66,68,0,72,79,78,72,0,0,0
R. Fredericks,205346,73,RB,25,92,73,77,0,0,69,0,71,0,0,0,0,0,0,0,0,0,0,64,62,0,0,69,0,68,69,0,71,94,77,69,0,0,0
J. St. Juste,226853,73,RB,21,83,75,78,0,0,72,0,64,0,0,0,0,0,0,0,0,0,0,73,86,0,0,70,0,68,70,0,73,82,75,74,0,0,0
João Aurélio,189221,73,RB,29,69,74,67,0,0,75,0,76,0,0,0,0,0,0,0,0,0,0,67,73,0,0,69,0,71,75,0,73,68,81,74,0,0,0
R. Benzar,235814,73,RB,26,75,62,74,0,0,64,0,72,0,0,0,0,0,0,0,0,0,0,68,56,0,0,67,0,72,68,0,73,76,83,74,0,0,0
L. Ayling,186156,73,RB,26,71,66,72,0,0,66,0,67,0,0,0,0,0,0,0,0,0,0,73,76,0,0,71,0,71,63,0,71,74,87,74,0,0,0
L. Rodríguez,192045,73,RB,27,86,65,78,0,0,74,0,72,0,0,0,0,0,0,0,0,0,0,69,67,0,0,67,0,68,70,0,68,85,80,70,0,0,0
A. Najar,198705,73,RB,25,80,67,81,0,0,74,0,71,0,0,0,0,0,0,0,0,0,0,71,78,0,0,70,0,72,72,0,73,75,71,74,0,0,0
André Geraldes,221750,73,RB,27,76,69,67,0,0,68,0,72,0,0,0,0,0,0,0,0,0,0,72,80,0,0,73,0,71,72,0,71,78,77,73,0,0,0
Juli Piresinho,230198,73,RB,30,64,84,62,0,0,68,0,75,0,0,0,0,0,0,0,0,0,0,73,70,0,0,74,0,65,70,0,75,75,68,76,0,0,0
Vinicius Cardenha,230199,73,RB,26,66,72,71,0,0,62,0,74,0,0,0,0,0,0,0,0,0,0,71,67,0,0,67,0,74,68,0,71,82,79,75,0,0,0
O. Sorg,201016,73,RB,28,75,76,77,0,0,72,0,68,0,0,0,0,0,0,0,0,0,0,73,63,0,0,76,0,70,72,0,74,69,74,75,0,0,0
Paulinho,211014,73,RB,26,83,68,75,0,0,73,0,72,0,0,0,0,0,0,0,0,0,0,66,79,0,0,68,0,74,68,0,70,86,87,68,0,0,0
E. Schelotto,192838,73,RB,29,67,85,67,0,0,73,0,75,0,0,0,0,0,0,0,0,0,0,71,70,0,0,72,0,74,69,0,70,75,83,72,0,0,0
H. Afful,189514,73,RB,32,79,69,77,0,0,71,0,73,0,0,0,0,0,0,0,0,0,0,72,74,0,0,72,0,75,69,0,66,81,80,68,0,0,0
Douglas Armeira,236112,73,RB,26,70,82,71,0,0,67,0,70,0,0,0,0,0,0,0,0,0,0,70,71,0,0,77,0,68,69,0,72,74,83,74,0,0,0
J. Moreira,225880,73,RB,28,86,65,76,0,0,74,0,76,0,0,0,0,0,0,0,0,0,0,59,66,0,0,71,0,64,76,0,66,88,84,72,0,0,0
G. Toledo,223065,73,RB,28,85,62,76,0,0,69,0,68,0,0,0,0,0,0,0,0,0,0,70,77,0,0,57,0,75,68,0,72,81,86,72,0,0,0
J. Pied,183916,73,RB,29,71,77,76,0,0,74,0,75,0,0,0,0,0,0,0,0,0,0,73,70,0,0,72,0,68,77,0,70,69,72,72,0,0,0
C. Mayada,225646,73,RB,27,90,65,74,0,0,69,0,70,0,0,0,0,0,0,0,0,0,0,69,72,0,0,65,0,72,68,0,65,91,90,66,0,0,0
Bóveda,192122,73,RB,29,70,80,68,0,0,72,0,76,0,0,0,0,0,0,0,0,0,0,75,71,0,0,71,0,65,68,0,76,73,74,72,0,0,0
T. Foket,208509,73,RB,23,79,66,75,0,0,72,0,73,0,0,0,0,0,0,0,0,0,0,69,82,0,0,70,0,71,70,0,71,80,83,70,0,0,0
Benjamin Meseira,230529,73,RB,34,77,67,70,0,0,71,0,74,0,0,0,0,0,0,0,0,0,0,70,64,0,0,73,0,73,65,0,69,81,85,70,0,0,0
G. Peruzzi,215181,73,RB,26,79,73,73,0,0,69,0,68,0,0,0,0,0,0,0,0,0,0,81,78,0,0,60,0,71,69,0,73,82,78,71,0,0,0
I. Mbaye,210320,73,RB,23,68,68,71,0,0,70,0,72,0,0,0,0,0,0,0,0,0,0,70,53,0,0,72,0,70,72,0,74,76,77,74,0,0,0
M. Gazzola,183188,73,RB,33,75,68,70,0,0,72,0,75,0,0,0,0,0,0,0,0,0,0,74,67,0,0,60,0,76,65,0,72,68,78,73,0,0,0
G. Donati,197786,73,RB,28,68,92,66,0,0,70,0,67,0,0,0,0,0,0,0,0,0,0,73,68,0,0,73,0,73,66,0,72,74,77,76,0,0,0
Iván López,206238,73,RB,24,79,66,72,0,0,73,0,77,0,0,0,0,0,0,0,0,0,0,72,67,0,0,70,0,70,73,0,73,75,66,74,0,0,0
F. Cacciatore,188334,73,RB,31,72,72,68,0,0,61,0,69,0,0,0,0,0,0,0,0,0,0,74,77,0,0,68,0,74,65,0,77,72,77,77,0,0,0
R. van Rhijn,200111,73,RB,27,78,70,74,0,0,70,0,73,0,0,0,0,0,0,0,0,0,0,66,69,0,0,72,0,70,69,0,71,82,74,70,0,0,0
Y. Banana,207797,73,RB,26,51,75,32,0,0,55,0,39,0,0,0,0,0,0,0,0,0,0,64,68,0,0,77,0,61,51,0,69,60,77,76,0,0,0
J. Mæhle,234678,73,RB,21,84,71,66,0,0,70,0,73,0,0,0,0,0,0,0,0,0,0,65,80,0,0,64,0,70,72,0,66,89,84,73,0,0,0
N. Skubic,231095,73,RB,29,73,74,71,0,0,72,0,75,0,0,0,0,0,0,0,0,0,0,74,71,0,0,72,0,68,69,0,69,70,79,73,0,0,0
M. Linnes,198599,73,RB,26,86,62,82,0,0,73,0,68,0,0,0,0,0,0,0,0,0,0,72,66,0,0,67,0,68,68,0,71,87,82,72,0,0,0
V. Torosidis,181459,73,RB,33,63,74,65,0,0,70,0,77,0,0,0,0,0,0,0,0,0,0,76,66,0,0,80,0,72,70,0,76,67,61,76,0,0,0
Mauro Cildinho,230361,73,RB,34,81,58,83,0,0,73,0,72,0,0,0,0,0,0,0,0,0,0,77,74,0,0,75,0,66,73,0,73,69,78,65,0,0,0
J. Ikoko,210394,73,RB,24,78,62,73,0,0,71,0,73,0,0,0,0,0,0,0,0,0,0,68,75,0,0,65,0,68,73,0,73,81,75,74,0,0,0
M. Aguirregaray,199392,73,RB,29,74,79,69,0,0,73,0,72,0,0,0,0,0,0,0,0,0,0,68,63,0,0,65,0,71,71,0,72,79,73,73,0,0,0
K. Naughton,186598,73,RB,29,73,68,71,0,0,68,0,70,0,0,0,0,0,0,0,0,0,0,71,73,0,0,73,0,70,73,0,74,73,73,76,0,0,0
J. Gómez,219626,73,RB,24,91,68,85,0,0,67,0,65,0,0,0,0,0,0,0,0,0,0,74,86,0,0,68,0,70,71,0,70,92,78,67,0,0,0
V. Coufal,244470,73,RB,25,76,69,66,0,0,69,0,79,0,0,0,0,0,0,0,0,0,0,69,58,0,0,72,0,74,66,0,72,74,85,73,0,0,0
V. García,217085,73,RB,24,79,74,77,0,0,74,0,74,0,0,0,0,0,0,0,0,0,0,71,76,0,0,69,0,74,68,0,73,77,67,72,0,0,0
F. Sánchez,218621,73,RB,28,93,72,75,0,0,71,0,62,0,0,0,0,0,0,0,0,0,0,62,52,0,0,71,0,78,64,0,69,90,87,70,0,0,0
Laure,188930,72,RB,33,71,68,73,0,0,71,0,71,0,0,0,0,0,0,0,0,0,0,78,67,0,0,60,0,74,67,0,75,69,70,71,0,0,0
R. Pierre-Gabriel,231685,72,RB,20,79,65,71,0,0,70,0,70,0,0,0,0,0,0,0,0,0,0,69,72,0,0,67,0,68,66,0,72,79,76,69,0,0,0
J. Kenny,224263,72,RB,21,73,74,68,0,0,60,0,69,0,0,0,0,0,0,0,0,0,0,76,72,0,0,71,0,68,65,0,75,72,71,74,0,0,0
G. Di Lorenzo,217870,72,RB,24,69,69,71,0,0,69,0,74,0,0,0,0,0,0,0,0,0,0,70,71,0,0,71,0,69,69,0,71,69,72,73,0,0,0
M. Murillo,237841,72,RB,22,83,80,80,0,0,68,0,65,0,0,0,0,0,0,0,0,0,0,63,89,0,0,70,0,65,67,0,70,85,84,71,0,0,0
Patric,206098,72,RB,25,67,62,64,0,0,70,0,65,0,0,0,0,0,0,0,0,0,0,74,67,0,0,73,0,68,72,0,74,64,69,76,0,0,0
O. El Hajjam,234514,72,RB,27,73,71,65,0,0,72,0,71,0,0,0,0,0,0,0,0,0,0,71,59,0,0,70,0,69,71,0,70,69,74,72,0,0,0
R. Bauer,223765,72,RB,23,69,81,65,0,0,72,0,67,0,0,0,0,0,0,0,0,0,0,74,68,0,0,71,0,75,69,0,68,75,74,75,0,0,0
João Pedro,225563,72,RB,21,78,64,77,0,0,71,0,73,0,0,0,0,0,0,0,0,0,0,67,66,0,0,71,0,71,68,0,68,77,77,71,0,0,0
M. Bakakis,226075,72,RB,27,82,70,80,0,0,69,0,73,0,0,0,0,0,0,0,0,0,0,62,64,0,0,68,0,64,68,0,74,83,77,75,0,0,0
A. Elmohamady,191005,72,RB,30,76,59,72,0,0,72,0,72,0,0,0,0,0,0,0,0,0,0,71,81,0,0,62,0,72,73,0,61,76,86,66,0,0,0
O. Zahustel,201000,72,RB,27,82,71,73,0,0,68,0,70,0,0,0,0,0,0,0,0,0,0,68,83,0,0,60,0,69,62,0,67,86,83,69,0,0,0
E. Özgenç,223278,72,RB,33,62,70,68,0,0,68,0,73,0,0,0,0,0,0,0,0,0,0,65,63,0,0,74,0,68,70,0,74,72,72,75,0,0,0
R. Shotton,170039,72,RB,29,61,68,59,0,0,66,0,68,0,0,0,0,0,0,0,0,0,0,72,64,0,0,74,0,72,65,0,74,67,80,73,0,0,0
I. Balliu,203581,72,RB,26,76,75,75,0,0,74,0,73,0,0,0,0,0,0,0,0,0,0,69,77,0,0,73,0,67,69,0,69,77,81,70,0,0,0
L. Abecasis,205630,72,RB,28,90,77,75,0,0,68,0,74,0,0,0,0,0,0,0,0,0,0,68,63,0,0,66,0,75,64,0,70,81,80,68,0,0,0
A. Mobara,234822,72,RB,24,80,55,68,0,0,69,0,65,0,0,0,0,0,0,0,0,0,0,68,75,0,0,76,0,66,72,0,73,76,71,73,0,0,0
K. Diks,224841,72,RB,21,75,77,71,0,0,73,0,62,0,0,0,0,0,0,0,0,0,0,74,73,0,0,70,0,65,70,0,71,75,76,73,0,0,0
R. Danzé,178251,72,RB,31,64,75,64,0,0,72,0,71,0,0,0,0,0,0,0,0,0,0,77,63,0,0,73,0,70,74,0,74,55,65,73,0,0,0
Diogo Dalot,234574,72,RB,19,73,80,69,0,0,74,0,75,0,0,0,0,0,0,0,0,0,0,68,78,0,0,72,0,76,69,0,67,73,79,68,0,0,0
Àngel Rangel,153938,72,RB,35,53,68,68,0,0,74,0,78,0,0,0,0,0,0,0,0,0,0,75,75,0,0,72,0,73,70,0,76,47,63,76,0,0,0
G. Zusi,190557,72,RB,31,69,65,65,0,0,69,0,77,0,0,0,0,0,0,0,0,0,0,67,64,0,0,67,0,69,77,0,68,68,92,69,0,0,0
R. Métanire,199781,72,RB,28,78,71,75,0,0,70,0,65,0,0,0,0,0,0,0,0,0,0,67,82,0,0,67,0,68,70,0,72,79,88,70,0,0,0
H. Palacios,218981,72,RB,25,88,83,69,0,0,57,0,68,0,0,0,0,0,0,0,0,0,0,61,53,0,0,75,0,71,66,0,69,90,92,68,0,0,0
N. Mazraoui,236401,72,RB,20,77,68,83,0,0,75,0,67,0,0,0,0,0,0,0,0,0,0,68,69,0,0,66,0,74,74,0,65,80,86,68,0,0,0
M. Johansson,189300,72,RB,26,84,65,83,0,0,72,0,64,0,0,0,0,0,0,0,0,0,0,68,72,0,0,68,0,68,64,0,68,86,86,68,0,0,0
C. Chimino,223615,72,RB,30,78,70,67,0,0,64,0,69,0,0,0,0,0,0,0,0,0,0,69,66,0,0,68,0,72,60,0,71,82,86,70,0,0,0
S. Yago,207746,72,RB,25,66,82,65,0,0,68,0,72,0,0,0,0,0,0,0,0,0,0,71,75,0,0,61,0,72,67,0,74,68,76,75,0,0,0
J. Sala,197777,72,RB,26,71,74,72,0,0,72,0,74,0,0,0,0,0,0,0,0,0,0,70,69,0,0,68,0,68,70,0,70,75,73,74,0,0,0
S. Jung,192658,72,RB,28,71,76,68,0,0,74,0,78,0,0,0,0,0,0,0,0,0,0,72,73,0,0,74,0,72,75,0,73,68,47,73,0,0,0
Douglas,193429,72,RB,27,78,69,82,0,0,70,0,75,0,0,0,0,0,0,0,0,0,0,64,75,0,0,75,0,71,75,0,69,83,66,73,0,0,0
H. Dalsgaard,190633,72,RB,28,77,68,68,0,0,67,0,70,0,0,0,0,0,0,0,0,0,0,75,65,0,0,67,0,66,64,0,70,82,70,72,0,0,0
I. Piris,204977,72,RB,29,84,77,79,0,0,69,0,68,0,0,0,0,0,0,0,0,0,0,71,82,0,0,68,0,77,65,0,71,72,75,73,0,0,0
S. Moreira,212401,72,RB,23,70,71,74,0,0,64,0,71,0,0,0,0,0,0,0,0,0,0,74,53,0,0,72,0,70,73,0,71,71,78,72,0,0,0
P. Ankersen,208564,72,RB,27,82,65,78,0,0,70,0,68,0,0,0,0,0,0,0,0,0,0,68,68,0,0,69,0,68,68,0,69,84,87,69,0,0,0
J. Risdon,202678,72,RB,25,78,71,63,0,0,68,0,70,0,0,0,0,0,0,0,0,0,0,74,92,0,0,68,0,57,63,0,73,76,85,75,0,0,0
P. Bardsley,163261,72,RB,33,57,85,65,0,0,70,0,70,0,0,0,0,0,0,0,0,0,0,73,73,0,0,73,0,74,70,0,78,50,72,75,0,0,0
R. Salinas,188607,72,RB,30,69,70,63,0,0,70,0,73,0,0,0,0,0,0,0,0,0,0,68,65,0,0,70,0,70,75,0,72,69,78,71,0,0,0
P. Stojanovi?,225995,72,RB,22,82,82,57,0,0,68,0,73,0,0,0,0,0,0,0,0,0,0,71,68,0,0,67,0,73,71,0,72,76,75,70,0,0,0
P. Stenzel,229584,72,RB,22,63,73,66,0,0,73,0,70,0,0,0,0,0,0,0,0,0,0,72,64,0,0,69,0,71,75,0,72,65,76,73,0,0,0
C. Arboleda,214483,72,RB,32,86,67,88,0,0,67,0,75,0,0,0,0,0,0,0,0,0,0,68,90,0,0,74,0,76,67,0,63,91,77,66,0,0,0
Tito,145889,72,RB,32,68,69,71,0,0,69,0,77,0,0,0,0,0,0,0,0,0,0,74,78,0,0,67,0,69,70,0,76,69,69,74,0,0,0
Vigaray,221923,72,RB,23,74,67,72,0,0,67,0,70,0,0,0,0,0,0,0,0,0,0,70,65,0,0,69,0,67,65,0,76,69,73,73,0,0,0
C. Trimmel,193254,72,RB,31,74,75,70,0,0,67,0,74,0,0,0,0,0,0,0,0,0,0,59,54,0,0,70,0,72,69,0,65,86,88,69,0,0,0
A. Saelemaekers,242664,72,RB,19,79,67,81,0,0,73,0,80,0,0,0,0,0,0,0,0,0,0,61,75,0,0,59,0,65,72,0,63,81,76,64,0,0,0
A. Fiola,201707,72,RB,28,77,79,73,0,0,64,0,72,0,0,0,0,0,0,0,0,0,0,66,72,0,0,64,0,64,65,0,76,71,83,73,0,0,0
Jorge Miramón,229359,72,RB,29,73,52,67,0,0,70,0,73,0,0,0,0,0,0,0,0,0,0,65,60,0,0,67,0,65,73,0,73,71,78,71,0,0,0
M. Piedrahita,214515,72,RB,33,76,68,75,0,0,73,0,70,0,0,0,0,0,0,0,0,0,0,66,72,0,0,66,0,74,70,0,68,78,84,67,0,0,0
David Simón,204278,72,RB,28,72,80,64,0,0,70,0,70,0,0,0,0,0,0,0,0,0,0,69,70,0,0,62,0,66,76,0,70,78,85,68,0,0,0
S. Byram,208892,72,RB,24,74,68,73,0,0,72,0,70,0,0,0,0,0,0,0,0,0,0,68,77,0,0,70,0,74,70,0,72,70,70,71,0,0,0
P. Klingmann,193276,72,RB,30,67,63,63,0,0,68,0,74,0,0,0,0,0,0,0,0,0,0,70,71,0,0,75,0,70,70,0,71,65,78,72,0,0,0
G. Bettini,223240,71,RB,25,77,71,71,0,0,71,0,75,0,0,0,0,0,0,0,0,0,0,65,54,0,0,50,0,65,69,0,72,72,84,75,0,0,0
Jordi Calavera,229896,71,RB,22,77,71,78,0,0,71,0,70,0,0,0,0,0,0,0,0,0,0,66,72,0,0,65,0,68,65,0,68,85,85,65,0,0,0
D. Appiah,199191,71,RB,26,78,73,76,0,0,62,0,63,0,0,0,0,0,0,0,0,0,0,70,81,0,0,72,0,65,65,0,69,81,88,68,0,0,0
C. Paterson,210724,71,RB,23,72,85,66,0,0,67,0,70,0,0,0,0,0,0,0,0,0,0,66,93,0,0,67,0,77,68,0,68,79,91,69,0,0,0
Pedro López,157479,71,RB,34,68,77,69,0,0,71,0,76,0,0,0,0,0,0,0,0,0,0,73,66,0,0,76,0,69,71,0,66,68,62,73,0,0,0
M. Caire,189228,71,RB,29,82,66,75,0,0,63,0,61,0,0,0,0,0,0,0,0,0,0,73,91,0,0,58,0,60,53,0,76,84,90,70,0,0,0
M. Lustig,176942,71,RB,31,50,68,54,0,0,71,0,66,0,0,0,0,0,0,0,0,0,0,73,81,0,0,75,0,68,72,0,73,54,75,75,0,0,0
A. Uchida,191541,71,RB,30,67,60,73,0,0,75,0,74,0,0,0,0,0,0,0,0,0,0,73,77,0,0,76,0,72,74,0,74,65,50,73,0,0,0
Lionn,192310,71,RB,29,72,77,69,0,0,69,0,68,0,0,0,0,0,0,0,0,0,0,71,67,0,0,68,0,68,67,0,70,76,74,71,0,0,0
J. Larsson,198455,71,RB,28,80,71,79,0,0,65,0,68,0,0,0,0,0,0,0,0,0,0,69,72,0,0,57,0,71,69,0,65,81,91,66,0,0,0
T. Pachonik,222775,71,RB,23,72,69,61,0,0,69,0,68,0,0,0,0,0,0,0,0,0,0,69,64,0,0,63,0,70,64,0,67,78,84,68,0,0,0
Víctor Díaz,183353,71,RB,30,65,73,58,0,0,69,0,71,0,0,0,0,0,0,0,0,0,0,69,91,0,0,45,0,72,69,0,73,72,89,71,0,0,0
R. De Laet,175932,71,RB,29,68,75,62,0,0,68,0,68,0,0,0,0,0,0,0,0,0,0,66,75,0,0,64,0,69,63,0,73,79,76,75,0,0,0
Carraça,223297,71,RB,25,72,77,73,0,0,69,0,70,0,0,0,0,0,0,0,0,0,0,72,78,0,0,68,0,74,73,0,68,67,78,73,0,0,0
Aurélio Buta,234573,71,RB,21,90,61,79,0,0,73,0,66,0,0,0,0,0,0,0,0,0,0,70,79,0,0,69,0,70,64,0,66,86,75,66,0,0,0
D. Muñoz,237646,71,RB,22,79,67,80,0,0,58,0,63,0,0,0,0,0,0,0,0,0,0,71,66,0,0,62,0,72,61,0,71,85,84,69,0,0,0
J. Abella,217168,71,RB,24,78,60,68,0,0,67,0,67,0,0,0,0,0,0,0,0,0,0,69,66,0,0,65,0,67,69,0,72,74,81,70,0,0,0
E. Valentini,208730,71,RB,29,78,77,71,0,0,71,0,78,0,0,0,0,0,0,0,0,0,0,63,68,0,0,67,0,69,71,0,68,76,78,67,0,0,0
O. Danchenko,239717,71,RB,23,80,61,68,0,0,68,0,71,0,0,0,0,0,0,0,0,0,0,67,56,0,0,64,0,71,68,0,69,81,72,68,0,0,0
Edu Machado,228967,71,RB,28,70,76,72,0,0,71,0,63,0,0,0,0,0,0,0,0,0,0,69,72,0,0,68,0,75,57,0,75,74,75,75,0,0,0
S. Logan,183145,71,RB,30,79,63,83,0,0,67,0,70,0,0,0,0,0,0,0,0,0,0,65,71,0,0,69,0,61,67,0,68,81,88,71,0,0,0
M. Suárez,246387,71,RB,22,74,65,70,0,0,42,0,69,0,0,0,0,0,0,0,0,0,0,71,81,0,0,74,0,62,67,0,73,75,80,77,0,0,0
Elsinho,211060,71,RB,28,75,68,72,0,0,75,0,74,0,0,0,0,0,0,0,0,0,0,64,72,0,0,62,0,65,68,0,70,75,91,69,0,0,0
T. Darikwa,200309,71,RB,26,88,69,75,0,0,66,0,63,0,0,0,0,0,0,0,0,0,0,69,60,0,0,67,0,56,65,0,70,91,85,70,0,0,0
D. Zbozie?,204920,71,RB,29,81,68,63,0,0,63,0,69,0,0,0,0,0,0,0,0,0,0,76,82,0,0,71,0,59,59,0,71,75,77,73,0,0,0
R. Mphahlele,225145,71,RB,28,74,39,59,0,0,72,0,68,0,0,0,0,0,0,0,0,0,0,69,63,0,0,73,0,59,64,0,73,72,73,77,0,0,0
R. Pucino,205691,71,RB,27,70,70,81,0,0,63,0,70,0,0,0,0,0,0,0,0,0,0,68,67,0,0,67,0,67,67,0,73,73,81,72,0,0,0
E. Perlaza,214146,71,RB,29,74,80,73,0,0,58,0,76,0,0,0,0,0,0,0,0,0,0,62,74,0,0,60,0,65,72,0,73,76,92,70,0,0,0
D. Fisher,215437,71,RB,24,79,84,72,0,0,66,0,61,0,0,0,0,0,0,0,0,0,0,70,70,0,0,70,0,69,57,0,73,79,80,75,0,0,0
P. Olkowski,204687,71,RB,28,75,68,73,0,0,70,0,68,0,0,0,0,0,0,0,0,0,0,67,61,0,0,65,0,70,70,0,68,79,81,72,0,0,0
O. Aina,224656,71,RB,21,85,65,67,0,0,69,0,68,0,0,0,0,0,0,0,0,0,0,72,73,0,0,65,0,66,66,0,69,79,71,73,0,0,0
J. Sánchez,199570,71,RB,28,83,70,81,0,0,71,0,72,0,0,0,0,0,0,0,0,0,0,66,74,0,0,69,0,60,70,0,74,82,69,70,0,0,0
M. Gaji?,229782,71,RB,22,66,83,63,0,0,69,0,72,0,0,0,0,0,0,0,0,0,0,70,51,0,0,71,0,70,70,0,71,69,69,74,0,0,0
Antoñito,184990,71,RB,30,86,72,88,0,0,68,0,70,0,0,0,0,0,0,0,0,0,0,66,76,0,0,62,0,66,67,0,69,79,91,63,0,0,0
G. Berardi,182178,71,RB,29,77,90,71,0,0,60,0,61,0,0,0,0,0,0,0,0,0,0,72,84,0,0,71,0,70,64,0,69,74,82,73,0,0,0
S. Klaiber,219814,71,RB,23,78,75,68,0,0,63,0,69,0,0,0,0,0,0,0,0,0,0,68,73,0,0,67,0,66,63,0,68,83,88,69,0,0,0
S. Padoin,102056,71,RB,34,68,70,69,0,0,75,0,73,0,0,0,0,0,0,0,0,0,0,70,69,0,0,70,0,68,75,0,71,68,59,74,0,0,0
G. Montiel,231340,71,RB,21,82,77,74,0,0,66,0,66,0,0,0,0,0,0,0,0,0,0,70,76,0,0,70,0,68,68,0,68,79,83,67,0,0,0
M. Colin,201136,71,RB,26,75,73,73,0,0,70,0,69,0,0,0,0,0,0,0,0,0,0,68,91,0,0,69,0,68,64,0,70,76,77,73,0,0,0
A. Yiadom,208052,71,RB,26,83,55,73,0,0,67,0,65,0,0,0,0,0,0,0,0,0,0,71,69,0,0,65,0,68,62,0,69,85,77,73,0,0,0
F. Navarro,186551,71,RB,29,85,61,79,0,0,68,0,68,0,0,0,0,0,0,0,0,0,0,69,89,0,0,64,0,62,67,0,72,85,81,72,0,0,0
M. Rodríguez,186553,71,RB,32,75,75,76,0,0,73,0,71,0,0,0,0,0,0,0,0,0,0,64,60,0,0,65,0,67,66,0,72,78,80,68,0,0,0
Javi Moyano,170941,71,RB,32,79,65,75,0,0,66,0,61,0,0,0,0,0,0,0,0,0,0,71,75,0,0,68,0,68,63,0,72,77,79,71,0,0,0
K. Großkreutz,188352,71,RB,29,67,87,62,0,0,67,0,72,0,0,0,0,0,0,0,0,0,0,72,33,0,0,66,0,71,69,0,72,73,89,68,0,0,0
