Name,ID,Rating,Preferred,Age,Acceleration,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
Omar Ramos,168930,75,RM,29,83,0,85,69,80,77,70,78,84,81,63,0,0,0,0,0,0,0,0,0,67,70,0,73,65,74,62,0,78,70,0,0,73,54
Bruno Gama,164852,75,RM,29,78,0,77,74,69,75,76,83,83,80,66,0,0,0,0,0,0,0,0,0,79,75,0,71,73,74,65,0,71,67,0,0,61,66
Timofey Kalachev,160593,75,RM,35,74,0,71,71,83,76,65,78,78,75,71,0,0,0,0,0,0,0,0,0,76,73,0,68,66,76,70,0,69,74,0,0,74,55
Aiden McGeady,155885,75,RM,30,79,0,91,67,75,80,73,74,73,82,66,0,0,0,0,0,0,0,0,0,69,73,0,77,72,72,72,0,77,60,0,0,65,70
Alan,20556,75,RM,37,58,0,64,75,65,83,82,77,81,80,68,0,0,0,0,0,0,0,0,0,78,76,0,84,76,79,79,0,54,50,0,0,79,65
Gastón Pereiro,229636,75,RW,21,74,0,74,72,56,82,72,69,64,79,75,0,0,0,0,0,0,0,0,0,58,77,0,62,73,71,82,0,78,59,0,0,64,68
Munir,220253,75,RW,21,80,0,79,75,78,80,53,60,60,81,76,0,0,0,0,0,0,0,0,0,52,73,0,66,68,73,72,0,84,60,0,0,59,71
Víctor Ibarbo,204550,75,RW,26,88,0,79,76,54,76,75,65,72,78,64,0,0,0,0,0,0,0,0,0,51,70,0,70,72,68,81,0,95,79,0,0,72,70
José Pedro Fuenzalida,196069,75,RW,32,83,0,77,71,80,78,69,78,65,79,61,0,0,0,0,0,0,0,0,0,68,62,0,71,76,72,69,0,83,85,0,0,71,57
Marco Rojas,193092,75,RW,25,91,0,85,66,91,80,65,66,76,81,71,0,0,0,0,0,0,0,0,0,64,68,0,64,56,68,72,0,90,74,0,0,74,69
Matheus Pereira,228414,74,LM,20,86,0,83,78,88,76,77,67,76,80,72,0,0,0,0,0,0,0,0,0,51,70,0,71,77,62,77,0,84,68,0,0,67,72
Yusuf Erdoğan,223136,74,LM,24,91,0,85,70,91,78,67,67,82,81,65,0,0,0,0,0,0,0,0,0,57,70,0,50,69,63,78,0,90,81,0,0,65,71
Burgui,215644,74,LM,23,77,0,66,73,62,77,32,74,76,77,69,0,0,0,0,0,0,0,0,0,59,66,0,59,72,74,65,0,80,67,0,0,69,52
Alex Iwobi,213655,74,LM,20,78,0,77,69,76,83,72,52,50,83,63,0,0,0,0,0,0,0,0,0,57,54,0,56,74,80,67,0,77,70,0,0,75,48
Ivan Cavaleiro,212267,74,LM,23,83,0,75,72,72,76,60,72,69,78,67,0,0,0,0,0,0,0,0,0,63,62,0,72,72,68,77,0,86,67,0,0,67,62
Marc Schnatterer,211703,74,LM,31,74,0,78,73,71,71,75,73,74,70,72,0,0,0,0,0,0,0,0,0,66,73,0,74,71,76,76,0,77,77,0,0,74,66
Ricardo Centurión,211267,74,LM,24,86,0,87,61,85,77,68,68,68,79,65,0,0,0,0,0,0,0,0,0,65,64,0,67,75,63,65,0,86,87,0,0,66,60
Moi Gómez,206590,74,LM,22,73,0,76,69,80,75,57,75,80,76,68,0,0,0,0,0,0,0,0,0,69,69,0,59,68,80,68,0,69,75,0,0,71,59
Jean-Paul Boëtius,205402,74,LM,23,92,0,90,64,72,75,59,67,80,77,71,0,0,0,0,0,0,0,0,0,73,74,0,63,67,68,70,0,85,72,0,0,68,65
Víctor Álvarez,202529,74,LM,24,75,0,74,69,70,76,54,77,67,73,42,0,0,0,0,0,0,0,0,0,69,57,0,44,81,75,59,0,76,80,0,0,68,32
Darlington Nagbe,202078,74,LM,26,85,0,90,69,82,74,77,51,72,77,60,0,0,0,0,0,0,0,0,0,60,63,0,61,75,80,75,0,88,79,0,0,70,67
Jonathan Schmid,201982,74,LM,26,78,0,77,75,82,75,71,72,76,73,67,0,0,0,0,0,0,0,0,0,62,68,0,63,74,73,74,0,77,80,0,0,70,60
Gabriel Torje,201326,74,LM,27,83,0,84,68,91,77,67,73,78,78,65,0,0,0,0,0,0,0,0,0,63,76,0,73,78,67,75,0,82,71,0,0,60,66
Rasmus Falk Jensen,201303,74,LM,25,84,0,90,76,85,75,69,71,53,77,69,0,0,0,0,0,0,0,0,0,49,59,0,53,64,66,65,0,82,82,0,0,70,57
Diego,201103,74,LM,29,72,0,78,67,76,75,54,75,76,75,73,0,0,0,0,0,0,0,0,0,72,71,0,68,68,75,78,0,75,61,0,0,75,63
Brecht Dejaegere,201043,74,LM,25,84,0,88,72,83,76,73,65,64,79,56,0,0,0,0,0,0,0,0,0,67,71,0,60,71,72,75,0,72,89,0,0,74,68
Raphael Martinho,199205,74,LM,28,90,0,80,60,75,73,65,73,69,74,58,0,0,0,0,0,0,0,0,0,63,70,0,57,69,73,72,0,91,80,0,0,68,64
Michael Arroyo,199108,74,LM,29,85,0,82,69,67,76,71,70,81,78,67,0,0,0,0,0,0,0,0,0,67,82,0,74,71,72,85,0,76,68,0,0,69,68
James McClean,198489,74,LM,27,74,0,75,73,73,73,71,73,68,78,67,0,0,0,0,0,0,0,0,0,65,65,0,65,71,69,69,0,78,79,0,0,70,59
Florian Kainz,195038,74,LM,24,85,0,87,67,83,75,60,71,62,77,65,0,0,0,0,0,0,0,0,0,64,65,0,58,65,74,64,0,87,72,0,0,69,55
Dodô,193571,74,LM,25,77,0,77,70,79,78,74,78,75,78,46,0,0,0,0,0,0,0,0,0,66,61,0,46,71,75,72,0,79,75,0,0,65,51
Vladislav Ignatiev,192146,74,LM,30,81,0,70,68,68,74,65,70,71,73,72,0,0,0,0,0,0,0,0,0,74,66,0,70,68,75,60,0,79,66,0,0,73,65
Fidel Martínez,191164,74,LM,27,82,0,82,70,66,76,67,70,75,78,57,0,0,0,0,0,0,0,0,0,68,61,0,70,70,71,67,0,82,75,0,0,70,55
Préjuce Nakoulma,190716,74,LM,29,92,0,84,74,78,73,67,68,50,77,67,0,0,0,0,0,0,0,0,0,58,67,0,58,72,66,76,0,92,73,0,0,64,36
Steven Zuber,190059,74,LM,25,78,0,76,74,61,76,66,67,78,76,63,0,0,0,0,0,0,0,0,0,61,79,0,55,72,70,80,0,79,78,0,0,72,57
Saúl Berjón,189211,74,LM,30,77,0,73,72,62,75,67,76,75,76,65,0,0,0,0,0,0,0,0,0,71,74,0,82,68,72,83,0,74,64,0,0,69,81
Fidel,189172,74,LM,27,82,0,86,72,77,77,42,71,67,79,71,0,0,0,0,0,0,0,0,0,56,66,0,72,70,67,72,0,90,77,0,0,62,58
George Lebese,188826,74,LM,28,77,0,84,72,80,77,50,74,67,80,71,0,0,0,0,0,0,0,0,0,61,63,0,62,63,75,59,0,75,56,0,0,74,57
Dani Pacheco,188554,74,LM,26,78,0,88,61,90,82,61,63,83,80,69,0,0,0,0,0,0,0,0,0,71,68,0,69,70,74,59,0,75,75,0,0,72,62
Ramon Motta,188489,74,LM,28,78,0,79,74,77,74,73,75,74,75,66,0,0,0,0,0,0,0,0,0,72,74,0,61,71,73,81,0,79,68,0,0,67,70
Frédéric Sammaritano,187988,74,LM,31,83,0,81,74,92,74,64,62,80,73,65,0,0,0,0,0,0,0,0,0,75,59,0,64,73,74,63,0,72,74,0,0,77,66
Konstantin Rausch,186274,74,LM,27,79,0,75,67,71,72,71,78,75,72,62,0,0,0,0,0,0,0,0,0,72,71,0,66,74,73,74,0,81,77,0,0,69,61
Miroslav Stoch,186119,74,LM,27,85,0,84,70,86,78,70,71,84,80,63,0,0,0,0,0,0,0,0,0,64,84,0,70,71,69,83,0,84,71,0,0,65,72
Vincent Bessat,184706,74,LM,31,76,0,76,70,75,75,71,78,54,74,58,0,0,0,0,0,0,0,0,0,75,71,0,58,76,74,67,0,75,64,0,0,74,62
Daine Klate,183891,74,LM,32,78,0,86,66,85,75,70,77,71,76,73,0,0,0,0,0,0,0,0,0,66,73,0,57,63,71,64,0,87,60,0,0,69,63
Szymon Pawłowski,179930,74,LM,30,86,0,90,73,74,71,61,67,72,73,70,0,0,0,0,0,0,0,0,0,64,67,0,68,70,67,72,0,85,90,0,0,69,65
Marcel Heller,179891,74,LM,31,93,0,83,71,80,72,59,75,65,78,68,0,0,0,0,0,0,0,0,0,52,58,0,54,70,69,68,0,93,83,0,0,54,68
Änis Ben-Hatira,176627,74,LM,28,79,0,77,72,74,74,70,70,72,79,72,0,0,0,0,0,0,0,0,0,63,68,0,58,73,72,73,0,78,73,0,0,66,71
Yoan Gouffran,156650,74,LM,30,76,0,79,71,76,75,78,68,67,75,74,0,0,0,0,0,0,0,0,0,71,66,0,77,76,75,77,0,74,70,0,0,71,76
Nawaf Al Abed,208949,74,LM,27,87,0,83,69,81,75,68,64,66,71,69,0,0,0,0,0,0,0,0,0,65,70,0,75,66,73,73,0,87,78,0,0,72,63
Leonardo Spinazzola,202884,74,LM,24,78,0,75,57,61,78,63,71,62,78,62,0,0,0,0,0,0,0,0,0,70,65,0,59,69,74,65,0,79,77,0,0,68,59
Jaromír Zmrhal,236548,74,LM,23,77,0,68,71,57,72,68,72,57,75,69,0,0,0,0,0,0,0,0,0,67,76,0,53,67,73,80,0,83,77,0,0,70,62
Sabin Merino,226215,74,LW,25,75,0,61,80,51,75,76,72,67,80,75,0,0,0,0,0,0,0,0,0,62,69,0,69,71,66,64,0,81,59,0,0,72,71
Lucas Andersen,203903,74,LW,22,74,0,85,68,68,81,56,66,68,84,64,0,0,0,0,0,0,0,0,0,68,61,0,50,64,75,68,0,80,71,0,0,75,65
Joao Plata,202184,74,LW,25,93,0,93,74,87,72,75,60,70,76,68,0,0,0,0,0,0,0,0,0,55,66,0,69,74,66,74,0,86,74,0,0,75,64
Sebá,199412,74,LW,24,88,0,76,75,69,72,67,74,63,69,72,0,0,0,0,0,0,0,0,0,64,74,0,64,74,72,83,0,85,77,0,0,68,70
Antonino Ragusa,198136,74,LW,27,87,0,82,70,74,78,71,68,63,77,67,0,0,0,0,0,0,0,0,0,60,69,0,58,69,75,68,0,88,75,0,0,64,70
Varela,172672,74,LW,32,78,0,75,74,72,76,77,74,73,77,74,0,0,0,0,0,0,0,0,0,65,78,0,74,71,71,85,0,73,62,0,0,67,68
François Kamano,224218,74,RM,20,90,0,79,72,78,73,60,73,57,80,74,0,0,0,0,0,0,0,0,0,55,71,0,62,66,67,74,0,88,62,0,0,65,65
Fábio Sturgeon,217802,74,RM,23,77,0,78,75,66,76,71,70,75,78,66,0,0,0,0,0,0,0,0,0,58,64,0,52,74,68,73,0,79,80,0,0,72,67
Maximiliano Meza,216700,74,RM,25,77,0,77,60,71,75,59,72,81,82,68,0,0,0,0,0,0,0,0,0,64,75,0,50,67,71,75,0,81,74,0,0,72,62
Adrien Thomasson,208787,74,RM,23,79,0,81,68,72,76,71,64,67,75,69,0,0,0,0,0,0,0,0,0,71,71,0,57,75,76,75,0,77,72,0,0,77,50
Jürgen Damm,207444,74,RM,24,95,0,83,69,69,72,69,73,66,75,60,0,0,0,0,0,0,0,0,0,62,55,0,61,71,70,68,0,95,78,0,0,60,51
Aleksandar Katai,204874,74,RM,26,67,0,65,74,71,77,82,71,81,81,77,0,0,0,0,0,0,0,0,0,70,72,0,72,72,74,73,0,60,65,0,0,73,65
Maxim Kanunnikov,194876,74,RM,25,82,0,76,73,66,73,69,64,54,75,71,0,0,0,0,0,0,0,0,0,60,71,0,61,73,65,73,0,87,81,0,0,73,68
Alexander Esswein,189272,74,RM,27,90,0,67,70,64,74,67,70,68,74,70,0,0,0,0,0,0,0,0,0,62,69,0,60,74,71,86,0,91,68,0,0,59,68
Tunay Torun,189263,74,RM,26,77,0,81,68,76,76,51,75,73,75,68,0,0,0,0,0,0,0,0,0,70,70,0,56,67,76,72,0,78,70,0,0,70,64
Marcelo Estigarribia,188992,74,RM,29,76,0,79,76,74,75,76,74,74,78,47,0,0,0,0,0,0,0,0,0,69,69,0,70,74,73,68,0,84,71,0,0,62,73
Alexey Ionov,187533,74,RM,28,82,0,81,73,72,74,64,73,57,71,69,0,0,0,0,0,0,0,0,0,66,67,0,66,67,75,73,0,81,75,0,0,73,61
Albert Adomah,186783,74,RM,29,86,0,74,72,62,76,65,65,63,75,69,0,0,0,0,0,0,0,0,0,65,64,0,65,73,68,72,0,87,74,0,0,70,59
Christian Stuani,186537,74,RM,30,71,0,67,78,63,73,77,70,66,72,76,0,0,0,0,0,0,0,0,0,59,69,0,82,79,69,79,0,72,87,0,0,69,73
Elías Hernández,186302,74,RM,28,73,0,75,67,78,80,70,80,70,73,62,0,0,0,0,0,0,0,0,0,70,73,0,65,70,70,72,0,77,77,0,0,73,70
Djalma,184823,74,RM,29,85,0,74,74,76,77,68,69,73,74,68,0,0,0,0,0,0,0,0,0,67,68,0,57,67,71,73,0,83,72,0,0,66,59
Romain Alessandrini,184575,74,RM,27,88,0,91,71,87,69,54,72,78,72,73,0,0,0,0,0,0,0,0,0,68,74,0,73,78,70,81,0,89,70,0,0,67,75
Serge Gakpé,169281,74,RM,29,89,0,87,76,83,76,52,69,59,76,67,0,0,0,0,0,0,0,0,0,57,73,0,65,65,72,78,0,89,73,0,0,65,67
Ashkan Dejagah,157427,74,RM,30,74,0,76,70,73,76,68,75,67,79,70,0,0,0,0,0,0,0,0,0,63,64,0,71,72,74,74,0,75,62,0,0,73,72
Jermaine Pennant,123463,74,RM,34,78,0,84,65,79,77,64,76,82,82,62,0,0,0,0,0,0,0,0,0,72,64,0,61,62,75,67,0,74,62,0,0,64,61
Simone Pepe,103936,74,RM,33,67,0,69,78,77,77,77,76,80,77,64,0,0,0,0,0,0,0,0,0,72,75,0,80,66,75,72,0,68,54,0,0,79,70
Alexandru Chipciu,212048,74,RM,27,77,0,71,66,68,75,61,69,66,77,71,0,0,0,0,0,0,0,0,0,68,72,0,67,68,74,70,0,75,66,0,0,76,63
Arber Zeneli,221919,74,RW,22,89,0,89,63,89,82,67,66,79,83,66,0,0,0,0,0,0,0,0,0,54,68,0,50,68,68,72,0,85,73,0,0,60,62
Anwar El Ghazi,216433,74,RW,21,77,0,68,74,52,75,63,77,74,80,72,0,0,0,0,0,0,0,0,0,54,81,0,63,70,63,84,0,82,72,0,0,67,70
Alireza Jahanbakhsh,215871,74,RW,23,85,0,82,67,74,75,60,71,59,78,66,0,0,0,0,0,0,0,0,0,54,69,0,52,69,69,71,0,86,82,0,0,69,66
Rubén Botta,215199,74,RW,27,80,0,75,66,77,79,77,73,75,80,64,0,0,0,0,0,0,0,0,0,73,62,0,64,70,73,60,0,77,70,0,0,78,64
Rodrigo De Paul,212616,74,RW,22,73,0,76,64,69,79,66,76,80,81,67,0,0,0,0,0,0,0,0,0,71,75,0,56,66,78,78,0,69,63,0,0,70,47
Pione Sisto,212196,74,RW,22,84,0,83,71,81,79,66,61,70,80,74,0,0,0,0,0,0,0,0,0,62,70,0,66,66,63,73,0,85,80,0,0,68,62
Darko Lazović,212127,74,RW,26,87,0,75,79,67,79,68,67,66,77,65,0,0,0,0,0,0,0,0,0,59,60,0,49,64,72,62,0,88,60,0,0,68,70
Zakaria Bakkali,208790,74,RW,21,91,0,88,63,92,79,57,65,81,84,66,0,0,0,0,0,0,0,0,0,53,73,0,57,65,73,72,0,84,48,0,0,58,67
Oussama Tannane,208045,74,RW,23,81,0,82,76,74,75,63,63,81,80,74,0,0,0,0,0,0,0,0,0,67,78,0,70,69,71,83,0,78,66,0,0,62,73
Modou Barrow,207645,74,RW,24,91,0,87,70,86,74,71,65,55,80,68,0,0,0,0,0,0,0,0,0,62,64,0,58,75,68,70,0,92,70,0,0,65,54
Salvador Agra,204737,74,RW,25,93,0,92,67,91,74,59,70,76,75,68,0,0,0,0,0,0,0,0,0,67,73,0,67,68,69,76,0,93,77,0,0,57,72
Tom Ince,200521,74,RW,25,83,0,86,73,81,76,67,71,75,77,71,0,0,0,0,0,0,0,0,0,59,71,0,68,68,67,70,0,80,68,0,0,70,44
Jonathan Urretaviscaya,189338,74,RW,27,84,0,77,70,74,74,73,74,75,75,66,0,0,0,0,0,0,0,0,0,66,67,0,61,72,73,78,0,85,70,0,0,70,66
Ricardo Laborde,187671,74,RW,29,79,0,81,72,81,75,63,73,55,77,71,0,0,0,0,0,0,0,0,0,63,69,0,63,75,65,75,0,83,75,0,0,64,67
Diego Capel,171318,73,LM,29,86,0,93,71,94,79,74,71,73,80,63,0,0,0,0,0,0,0,0,0,60,62,0,74,71,65,64,0,78,69,0,0,62,64
Hernán Toledo,231128,73,LM,21,80,0,73,61,74,78,58,59,72,79,68,0,0,0,0,0,0,0,0,0,65,73,0,58,68,66,68,0,85,75,0,0,71,65
Mijat Gaćinović,230564,73,LM,22,78,0,85,67,76,77,60,68,60,79,68,0,0,0,0,0,0,0,0,0,62,52,0,59,64,70,60,0,78,73,0,0,64,57
Edmilson Junior,228352,73,LM,22,79,0,82,70,71,75,70,68,72,79,67,0,0,0,0,0,0,0,0,0,57,72,0,63,69,63,74,0,78,79,0,0,68,62
Alfonso Pedraza,228302,73,LM,20,76,0,71,68,54,75,60,74,65,78,73,0,0,0,0,0,0,0,0,0,61,66,0,64,67,68,72,0,77,74,0,0,59,52
Alex Berenguer,225201,73,LM,21,86,0,77,71,80,73,66,71,52,75,61,0,0,0,0,0,0,0,0,0,58,53,0,66,73,68,71,0,83,81,0,0,66,54
Keagan Dolly,225139,73,LM,24,84,0,84,65,88,73,55,71,70,75,68,0,0,0,0,0,0,0,0,0,62,73,0,54,67,74,58,0,78,66,0,0,75,61
Kenneth Saief,224813,73,LM,23,78,0,75,68,74,71,67,70,69,74,69,0,0,0,0,0,0,0,0,0,67,70,0,61,69,72,73,0,76,76,0,0,71,71
Allan Saint-Maximin,216388,73,LM,20,86,0,85,67,84,80,63,66,65,82,63,0,0,0,0,0,0,0,0,0,58,58,0,47,68,67,69,0,84,59,0,0,63,59
Antonio Di Gaudio,216079,73,LM,27,93,0,91,60,93,76,61,71,70,76,65,0,0,0,0,0,0,0,0,0,56,68,0,56,63,68,62,0,91,80,0,0,65,54
Kenedy,215639,73,LM,21,86,0,85,68,62,77,64,63,60,78,64,0,0,0,0,0,0,0,0,0,65,66,0,67,66,68,75,0,79,75,0,0,66,55
Roni,215416,73,LM,25,77,0,78,76,77,75,57,67,69,79,71,0,0,0,0,0,0,0,0,0,60,70,0,62,58,69,78,0,80,65,0,0,73,62
Lucas Janson,215202,73,LM,22,73,0,83,79,82,77,59,57,52,78,77,0,0,0,0,0,0,0,0,0,58,69,0,54,71,69,60,0,74,69,0,0,74,61
Brahian Alemán,215018,73,LM,27,81,0,76,71,65,73,69,69,76,75,62,0,0,0,0,0,0,0,0,0,69,73,0,61,69,71,76,0,83,69,0,0,70,64
Freddy Hinestroza,214421,73,LM,26,87,0,86,75,79,75,50,70,45,73,52,0,0,0,0,0,0,0,0,0,67,69,0,47,71,66,80,0,88,70,0,0,64,58
Jefferson Cuero,214392,73,LM,28,92,0,86,67,75,72,66,70,56,73,66,0,0,0,0,0,0,0,0,0,58,63,0,58,70,65,75,0,93,81,0,0,65,59
Frank Acheampong,213013,73,LM,23,92,0,83,67,90,71,67,68,48,76,54,0,0,0,0,0,0,0,0,0,64,64,0,63,68,69,74,0,91,91,0,0,61,62
Jimmy Cabot,212947,73,LM,22,90,0,78,69,92,76,63,65,57,81,73,0,0,0,0,0,0,0,0,0,54,66,0,55,65,68,65,0,90,59,0,0,54,54
Georgi Milanov,211042,73,LM,25,69,0,73,72,64,73,64,63,69,76,66,0,0,0,0,0,0,0,0,0,73,70,0,54,73,75,72,0,81,72,0,0,73,59
Rubén García,211022,73,LM,23,84,0,82,65,84,76,60,67,74,80,63,0,0,0,0,0,0,0,0,0,59,70,0,68,68,71,67,0,75,65,0,0,70,59
Darwin Machís,210463,73,LM,24,88,0,85,65,89,76,68,68,65,82,71,0,0,0,0,0,0,0,0,0,55,70,0,62,65,65,81,0,87,72,0,0,63,57
Renato Santos,210258,73,LM,25,77,0,84,74,76,75,65,70,65,76,66,0,0,0,0,0,0,0,0,0,58,73,0,59,75,66,69,0,78,73,0,0,68,63
Andreas Pereira,208450,73,LM,21,75,0,80,69,80,80,59,68,73,69,68,0,0,0,0,0,0,0,0,0,74,77,0,49,67,75,76,0,73,80,0,0,67,76
Cristiano,207722,73,LM,30,90,0,72,67,53,73,57,67,70,77,71,0,0,0,0,0,0,0,0,0,66,73,0,69,63,67,79,0,92,68,0,0,68,65
Alban Meha,203822,73,LM,30,65,0,74,67,80,75,72,80,87,73,72,0,0,0,0,0,0,0,0,0,76,82,0,60,66,76,82,0,63,62,0,0,75,67
Ola John,202101,73,LM,24,87,0,83,64,74,76,63,72,75,80,66,0,0,0,0,0,0,0,0,0,65,64,0,62,62,71,77,0,84,44,0,0,68,60
Felix Klaus,202088,73,LM,24,87,0,77,72,78,70,68,69,60,75,64,0,0,0,0,0,0,0,0,0,58,60,0,62,71,70,74,0,83,77,0,0,64,59
Nico Schulz,200536,73,LM,23,88,0,74,66,72,74,67,67,59,75,46,0,0,0,0,0,0,0,0,0,63,38,0,56,72,73,63,0,86,77,0,0,65,49
Montañés,199594,73,LM,30,85,0,85,65,84,75,79,72,76,78,61,0,0,0,0,0,0,0,0,0,63,66,0,60,71,71,75,0,79,61,0,0,68,66
Yeni Ngbakoto,192938,73,LM,25,78,0,81,70,74,73,65,69,71,74,72,0,0,0,0,0,0,0,0,0,60,72,0,66,75,62,70,0,76,80,0,0,72,52
Daniel Villalva,190629,73,LM,24,91,0,92,69,96,75,77,62,71,78,68,0,0,0,0,0,0,0,0,0,55,72,0,63,68,70,72,0,87,72,0,0,69,73
Edgar Benítez,190523,73,LM,29,81,0,78,72,66,75,69,71,60,76,74,0,0,0,0,0,0,0,0,0,61,69,0,66,66,70,78,0,78,74,0,0,64,69
Mandla Masango,183847,73,LM,27,84,0,84,68,80,80,65,65,60,74,73,0,0,0,0,0,0,0,0,0,64,70,0,59,60,74,67,0,78,63,0,0,64,75
Onur Kaya,172649,73,LM,30,74,0,81,73,82,71,74,80,78,73,62,0,0,0,0,0,0,0,0,0,75,67,0,60,70,73,65,0,69,66,0,0,76,66
Roland Lamah,163187,73,LM,29,86,0,91,73,70,71,66,70,83,71,58,0,0,0,0,0,0,0,0,0,70,64,0,53,70,65,66,0,92,80,0,0,67,55
Pablo Barrientos,162932,73,LM,32,64,0,77,67,79,81,79,75,83,80,63,0,0,0,0,0,0,0,0,0,77,76,0,75,71,73,74,0,63,55,0,0,77,71
Mark González,158351,73,LM,32,83,0,75,68,69,76,72,76,74,73,70,0,0,0,0,0,0,0,0,0,65,76,0,73,65,64,80,0,83,72,0,0,73,75
Lee Chung Yong,155355,73,LM,28,76,0,76,70,78,73,71,69,72,74,61,0,0,0,0,0,0,0,0,0,66,62,0,63,74,73,65,0,75,81,0,0,74,66
Momo,146058,73,LM,34,64,0,69,67,56,76,77,78,82,75,68,0,0,0,0,0,0,0,0,0,73,65,0,79,69,79,68,0,60,61,0,0,76,58
Andrés Ibargüen,225356,73,LW,24,91,0,91,66,87,63,57,73,58,77,65,0,0,0,0,0,0,0,0,0,62,66,0,53,68,69,63,0,90,58,0,0,72,49
Kuca,223624,73,LW,27,83,0,78,69,71,75,74,65,66,78,68,0,0,0,0,0,0,0,0,0,65,67,0,71,70,69,71,0,86,76,0,0,69,53
Federico Carrizo,216055,73,LW,25,90,0,81,68,80,76,71,66,69,76,62,0,0,0,0,0,0,0,0,0,76,65,0,69,68,75,73,0,89,72,0,0,70,62
Adnane Tighadouini,203377,73,LW,24,77,0,71,70,75,78,52,68,80,79,74,0,0,0,0,0,0,0,0,0,64,77,0,75,73,67,79,0,71,52,0,0,67,70
Anthony Limbombe,201938,73,LW,22,88,0,89,63,83,76,64,76,77,77,65,0,0,0,0,0,0,0,0,0,59,74,0,46,66,66,77,0,87,66,0,0,52,70
Marco Matias,199840,73,LW,27,87,0,78,74,74,74,72,68,59,74,72,0,0,0,0,0,0,0,0,0,64,77,0,67,67,66,77,0,86,62,0,0,63,70
Héldon,196899,73,LW,28,86,0,83,71,77,74,69,68,73,77,72,0,0,0,0,0,0,0,0,0,56,64,0,71,74,63,72,0,85,73,0,0,68,64
Paulinho,192165,73,LW,30,79,0,81,79,88,76,76,60,73,73,77,0,0,0,0,0,0,0,0,0,54,79,0,65,74,67,74,0,71,61,0,0,67,73
Gianluca Sansone,189894,73,LW,29,87,0,91,65,88,76,68,63,74,76,69,0,0,0,0,0,0,0,0,0,50,73,0,77,68,67,80,0,82,74,0,0,66,74
Ricardo Noir,188196,73,LW,30,89,0,78,69,78,71,38,69,71,72,68,0,0,0,0,0,0,0,0,0,67,68,0,59,69,71,72,0,89,87,0,0,68,66
Kévin Monnet-Paquet,177712,73,LW,28,84,0,77,70,69,71,68,73,75,75,71,0,0,0,0,0,0,0,0,0,63,67,0,54,66,73,74,0,84,76,0,0,70,69
Mateus,175391,73,LW,32,87,0,78,73,75,68,71,67,61,77,71,0,0,0,0,0,0,0,0,0,61,69,0,59,71,68,73,0,85,83,0,0,68,70
Raffaele Palladino,159284,73,LW,32,75,0,78,72,66,81,74,60,79,82,62,0,0,0,0,0,0,0,0,0,45,63,0,75,70,70,59,0,76,60,0,0,73,65
Hamari Traoré,219789,73,RM,25,82,0,72,67,82,72,58,76,71,73,48,0,0,0,0,0,0,0,0,0,70,58,0,47,75,72,68,0,81,75,0,0,62,32
Dany Cure,232076,73,RM,26,88,0,78,76,78,72,70,70,55,69,62,0,0,0,0,0,0,0,0,0,63,67,0,67,67,65,81,0,89,79,0,0,66,46
Camilo Mayada,225646,73,RM,26,91,0,75,67,78,68,74,68,70,74,58,0,0,0,0,0,0,0,0,0,67,62,0,68,70,70,68,0,90,83,0,0,61,64
Sinan Gümüş,225305,73,RM,23,87,0,82,71,76,77,67,58,64,75,74,0,0,0,0,0,0,0,0,0,61,70,0,59,68,68,75,0,85,68,0,0,64,66
Mahmoud Abdel Moneim,219740,73,RM,22,81,0,74,73,67,76,68,66,55,79,75,0,0,0,0,0,0,0,0,0,59,62,0,69,66,66,69,0,87,73,0,0,63,54
Jason,215616,73,RM,22,85,0,79,73,79,77,59,65,68,80,71,0,0,0,0,0,0,0,0,0,52,67,0,72,68,71,75,0,82,68,0,0,63,66
Romain Philippoteaux,212519,73,RM,29,82,0,78,76,88,73,66,64,58,76,72,0,0,0,0,0,0,0,0,0,63,66,0,48,68,69,68,0,78,71,0,0,69,64
Chisamba Lungu,209911,73,RM,26,82,0,82,69,87,73,57,68,61,77,65,0,0,0,0,0,0,0,0,0,60,58,0,59,60,69,63,0,88,83,0,0,69,47
Thomas Foket,208509,73,RM,22,82,0,75,68,73,72,69,71,69,73,57,0,0,0,0,0,0,0,0,0,66,62,0,49,71,68,67,0,78,87,0,0,68,61
Olivier Boumal,208277,73,RM,27,86,0,80,65,79,72,58,73,67,76,67,0,0,0,0,0,0,0,0,0,63,73,0,61,65,69,73,0,85,75,0,0,70,63
Jan Kopic,205365,73,RM,26,78,0,76,67,72,75,75,76,68,78,65,0,0,0,0,0,0,0,0,0,67,75,0,64,61,68,73,0,81,66,0,0,68,72
Paweł Wszołek,203568,73,RM,24,79,0,72,69,61,74,69,72,58,74,55,0,0,0,0,0,0,0,0,0,68,60,0,51,69,71,66,0,80,85,0,0,69,56
Dominik Kaiser,201066,73,RM,28,67,0,77,75,91,74,71,76,80,68,69,0,0,0,0,0,0,0,0,0,69,69,0,74,77,75,74,0,54,84,0,0,69,71
