,Rating,Preferred,Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Composure,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Penalties,Reactions,Short_Pass,Shot_Power,Sliding_Tackle,Sprint,Stamina,Standing_Tackle,Strength,Vision,Volleys
12990,62,CM,74,20,44,82,56,63,63,55,46,43,61,53,42,15,13,15,12,6,31,37,69,61,58,28,43,62,64,53,58,72,70,59,51,63,44
12991,62,LB,84,22,53,56,52,70,57,56,61,34,62,45,35,9,11,6,12,9,59,61,60,51,50,59,39,56,51,44,58,80,60,61,68,33,30
12992,62,LB,68,22,67,62,52,69,60,52,55,62,55,35,44,10,13,7,12,15,59,60,68,52,46,59,36,58,56,61,66,66,55,66,67,46,49
12993,62,GK,46,23,16,44,15,65,24,22,16,15,13,13,16,64,60,59,65,60,16,19,58,18,14,15,23,53,30,22,13,46,32,14,48,45,18
12994,62,GK,45,24,20,35,14,38,20,44,14,17,16,18,15,66,58,60,62,61,13,19,60,20,18,14,23,57,25,34,21,38,43,18,68,42,19
12995,62,GK,42,26,27,37,14,62,23,68,12,20,13,13,16,65,60,61,56,65,17,22,70,22,16,17,25,60,25,19,13,47,37,14,63,26,20
12996,62,GK,42,29,21,30,12,61,21,29,16,13,13,20,11,64,58,64,61,59,19,25,51,16,13,13,22,62,29,16,14,49,35,12,44,37,13
12997,62,CAM,68,21,66,83,56,82,61,36,50,52,60,54,40,8,10,12,6,10,60,51,70,63,55,42,37,55,66,63,54,70,74,57,40,58,46
12998,62,RM,78,20,38,81,52,79,70,62,56,38,72,48,50,16,7,12,9,9,33,13,74,50,47,15,51,54,58,58,11,76,42,26,46,51,54
12999,62,ST,64,23,45,56,62,54,63,50,36,52,61,60,37,12,13,16,10,13,60,12,82,34,55,15,68,57,49,63,14,72,56,19,76,48,46
13000,62,CM,56,26,70,73,50,71,66,65,59,64,61,41,32,9,15,6,14,7,47,56,77,69,56,52,38,53,66,52,46,55,66,49,65,63,61
13001,62,GK,41,25,21,52,11,50,15,30,18,16,20,12,17,60,62,61,62,63,15,18,62,19,17,15,19,56,24,23,13,53,26,18,59,62,15
13002,62,RB,78,31,55,83,48,73,55,50,52,53,52,45,66,14,9,7,6,12,43,52,66,50,56,58,35,63,55,73,60,76,78,62,57,43,47
13003,62,CB,52,29,53,62,41,62,53,45,27,30,43,22,29,13,9,9,15,7,71,56,74,46,23,65,39,54,53,38,62,51,62,58,73,41,29
13004,62,GK,42,22,23,30,20,60,22,25,20,15,12,20,13,63,61,60,60,64,16,21,56,27,19,16,16,56,30,18,19,42,32,12,56,35,21
13005,62,LB,67,23,46,64,42,70,56,56,66,68,59,51,61,9,8,8,10,11,52,61,66,60,42,53,42,68,59,63,55,72,62,61,70,50,54
13006,62,CM,68,24,60,82,62,61,57,52,57,34,58,33,53,8,15,11,7,13,60,56,67,58,63,58,45,61,68,49,44,73,75,48,65,61,28
13007,62,ST,76,25,26,64,61,59,60,55,43,45,60,64,26,15,6,10,12,16,59,17,61,33,48,20,59,61,56,60,15,70,70,17,58,52,59
13008,62,GK,44,23,25,36,11,50,28,33,12,24,20,11,13,64,58,68,60,65,22,29,59,18,19,23,16,54,32,34,21,45,22,16,70,40,15
13009,62,LB,66,25,67,68,55,61,63,39,61,61,56,33,26,15,9,11,15,11,52,57,60,26,28,60,35,59,53,26,64,77,60,62,69,46,29
13010,62,RM,68,22,34,74,54,61,66,58,61,58,64,52,40,12,15,8,8,13,48,22,75,56,54,31,49,46,64,63,34,69,54,30,56,62,49
13011,62,GK,30,26,21,38,15,58,26,27,13,16,14,18,17,64,62,66,60,61,12,18,55,24,14,17,23,56,26,25,13,44,34,12,54,14,15
13012,62,CB,54,31,73,53,52,60,58,55,48,45,52,53,51,10,8,9,10,11,63,57,64,57,60,58,65,51,60,61,54,53,66,60,80,54,50
13013,62,RB,79,22,60,64,58,76,65,51,64,33,58,51,34,6,8,15,14,13,42,51,71,54,28,54,59,52,61,25,64,75,61,68,57,59,23
13014,62,ST,81,23,34,58,55,60,62,53,42,33,57,66,29,6,7,13,10,8,56,42,63,34,51,17,51,47,47,61,42,77,62,45,88,50,45
13015,62,RB,79,23,70,62,42,61,52,52,55,24,48,23,24,13,12,6,16,14,62,61,71,42,35,59,46,49,55,50,62,80,67,63,75,43,37
13016,62,GK,50,22,31,60,13,44,22,22,14,18,14,17,20,60,58,54,60,65,12,26,57,35,15,16,31,69,36,21,11,55,36,11,64,20,23
13017,62,RB,72,24,62,62,63,63,62,59,55,44,52,43,55,8,6,9,6,14,60,57,65,59,53,58,57,60,65,64,58,66,70,59,61,59,43
13018,62,ST,81,26,59,78,64,79,56,50,44,36,58,62,30,7,14,14,11,7,58,15,78,26,60,17,56,56,52,64,11,79,64,16,49,42,53
13019,62,CDM,68,29,74,58,42,64,59,50,61,64,47,45,56,10,7,7,15,11,48,70,47,56,56,57,56,57,56,63,56,59,54,66,77,44,44
13020,62,RB,86,28,73,90,65,76,49,55,59,59,65,36,47,9,7,14,10,13,41,55,68,56,48,61,36,57,60,46,57,78,79,60,60,40,59
13021,62,ST,83,24,57,73,59,66,64,39,35,45,57,60,31,12,12,11,10,9,60,18,68,43,55,11,62,46,44,63,20,80,72,14,77,43,58
13022,62,RM,75,22,56,83,53,75,61,62,59,55,65,56,42,16,16,9,12,12,33,31,58,51,66,33,49,55,59,67,38,73,69,41,62,53,41
13023,62,CAM,62,22,43,69,44,67,68,57,61,55,69,47,58,9,16,16,7,16,40,32,65,62,57,29,53,50,66,52,33,65,63,34,32,59,54
13024,62,CB,65,23,53,64,32,68,40,46,31,31,30,28,38,7,9,12,15,14,63,63,75,39,22,61,48,56,50,47,69,59,64,66,58,36,30
13025,62,CB,60,23,61,59,33,65,50,58,56,24,42,25,47,6,12,14,13,9,62,48,75,61,25,52,39,54,55,51,62,68,75,66,83,35,30
13026,62,ST,46,34,47,54,68,58,55,42,27,31,53,66,29,15,12,10,9,9,66,17,72,22,51,24,61,71,43,56,20,56,55,21,78,45,51
13027,62,CB,68,24,52,46,33,58,55,48,58,56,56,21,49,7,9,13,14,10,58,56,57,54,18,61,31,55,55,31,66,64,64,65,70,41,19
13028,62,LM,62,26,64,77,59,76,63,60,62,69,61,46,67,8,10,14,13,11,55,60,39,61,52,57,67,61,64,59,35,67,63,56,67,64,43
13029,62,LB,69,23,60,61,48,60,52,62,57,39,52,50,33,15,8,12,13,15,62,61,71,54,51,61,51,53,58,53,64,66,70,64,75,35,35
13030,62,CAM,57,26,44,76,67,79,57,55,52,47,63,58,52,12,8,16,9,9,56,62,77,57,43,45,57,55,63,50,44,79,64,40,58,63,46
13031,63,LWB,81,24,60,80,57,71,60,54,67,69,64,62,56,14,16,13,15,16,51,51,70,52,59,59,54,43,57,69,57,90,71,60,76,55,56
13032,62,CB,48,28,63,68,22,41,29,45,26,29,24,21,28,9,10,12,14,7,68,58,75,26,16,60,35,55,29,34,59,39,61,64,84,33,30
13033,62,CDM,64,28,85,64,34,72,54,55,36,38,52,35,27,11,13,11,10,13,50,65,68,55,34,62,35,57,58,56,65,63,70,64,70,40,40
13034,62,GK,44,24,27,37,9,40,24,31,13,19,13,19,14,64,58,59,55,68,12,19,58,19,17,19,26,56,24,25,18,47,38,17,59,35,18
13035,62,LM,75,26,42,76,60,74,62,54,63,62,63,52,54,15,7,10,14,9,37,17,58,49,55,28,60,56,54,51,27,69,63,21,55,57,48
13036,62,ST,81,27,50,75,59,67,60,64,54,45,63,58,34,8,10,8,8,12,44,18,70,47,54,21,55,57,60,66,24,90,70,27,71,54,62
13037,62,CB,68,22,56,57,39,65,54,45,38,29,50,29,39,14,7,11,16,8,61,56,71,52,32,62,46,47,59,42,61,66,57,62,73,38,33
13038,62,ST,80,26,30,74,54,61,58,47,30,38,60,61,30,15,11,15,11,6,61,36,61,32,59,13,66,50,47,74,13,78,59,16,72,58,54
13039,62,LM,69,25,63,57,57,53,62,54,55,53,63,50,39,16,13,8,7,6,56,61,60,56,60,62,40,60,60,64,54,73,73,57,70,57,48
13040,62,ST,81,22,31,80,58,81,58,53,45,59,60,59,40,15,12,15,8,8,60,16,79,50,54,20,63,60,58,64,14,90,53,19,54,46,56
13041,62,GK,44,21,21,49,11,65,24,29,11,15,19,13,42,64,59,61,58,69,15,14,60,37,16,18,23,53,32,23,17,48,28,18,44,14,17
13042,62,ST,75,23,47,62,55,63,63,61,41,45,49,61,26,12,7,6,15,15,64,30,73,41,56,19,58,52,51,69,15,64,76,26,82,44,49
13043,62,ST,61,23,48,68,67,63,62,59,44,42,52,62,30,1,1,1,1,1,63,15,76,36,50,18,61,60,54,56,14,69,68,23,76,58,58
13044,62,ST,68,24,68,60,63,60,63,53,23,33,47,61,32,14,7,7,8,12,66,22,73,28,43,21,55,57,46,63,26,65,68,38,78,44,52
13045,62,CDM,63,24,61,58,27,49,62,65,34,28,39,23,43,10,14,11,9,9,64,62,71,45,43,62,44,64,61,43,63,53,67,64,68,54,33
13046,62,CM,67,21,55,70,69,70,59,46,45,44,57,62,56,7,12,8,13,11,52,50,61,64,54,34,64,59,60,61,53,68,72,60,69,66,46
13047,62,RB,56,29,70,45,32,47,58,60,46,49,40,28,60,9,15,12,6,10,68,65,65,54,50,68,43,64,51,72,62,61,65,65,76,42,35
13048,62,ST,76,23,37,59,60,62,61,54,47,40,63,63,27,10,8,13,8,9,58,36,68,56,54,42,63,52,62,64,42,69,60,48,62,52,43
13049,62,CAM,75,24,50,80,83,80,58,54,50,53,66,50,51,7,6,14,10,11,48,34,56,55,37,49,54,57,57,58,34,80,58,47,55,55,43
13050,62,LM,85,25,49,93,44,91,61,44,63,71,65,55,61,11,9,11,13,8,58,22,86,58,59,21,64,48,59,64,23,81,72,25,28,43,58
13051,62,GK,45,23,20,33,13,29,19,24,13,18,14,19,12,60,61,66,61,63,18,21,57,18,16,19,41,53,31,23,12,47,40,13,58,14,17
13052,62,CAM,77,24,35,84,59,83,61,53,60,59,65,56,53,10,11,10,14,8,33,27,56,55,56,24,54,56,59,62,28,71,70,36,56,59,57
13053,62,RB,78,24,66,75,60,72,64,56,56,54,67,57,21,6,14,13,7,11,61,68,74,61,54,51,54,62,62,66,57,84,44,58,64,60,61
13054,62,LM,66,25,51,76,57,74,61,53,58,54,61,54,62,8,11,7,7,11,57,49,62,59,52,43,70,59,61,51,49,71,67,39,65,59,56
13055,62,ST,63,24,38,57,62,53,60,40,44,52,61,55,46,8,13,14,8,16,68,30,33,48,59,15,63,56,56,65,16,68,65,20,76,58,59
13056,62,ST,68,23,67,75,66,69,65,59,50,61,67,59,66,15,16,9,15,9,55,38,65,45,58,24,61,57,61,62,17,65,60,17,58,57,55
13057,62,ST,77,22,52,70,46,75,65,43,44,54,67,64,51,11,9,14,11,16,65,28,72,53,58,33,49,63,44,69,34,81,40,45,39,27,58
13058,62,RM,72,22,42,73,51,80,64,60,54,44,62,49,52,12,7,11,13,7,46,55,46,58,60,42,45,62,65,56,45,70,66,53,57,59,51
13059,62,LM,79,26,36,77,44,74,57,44,57,48,68,60,53,14,10,15,15,9,47,32,68,48,52,21,55,57,63,57,18,76,63,17,47,56,52
13060,62,CB,65,26,80,42,50,34,30,46,34,32,25,12,40,11,16,13,9,10,65,57,39,39,23,61,34,64,33,23,61,70,74,56,86,54,24
13061,62,LB,59,34,64,69,61,70,58,49,62,54,56,44,55,8,12,12,15,9,54,60,66,55,60,58,49,68,60,67,61,63,64,61,70,50,66
13062,62,RB,84,26,29,83,53,80,59,38,57,33,60,43,35,12,11,10,14,14,37,48,79,53,26,59,41,62,58,57,57,82,81,62,81,36,50
13063,62,LM,84,25,42,79,56,60,58,57,55,58,59,52,51,12,12,12,13,6,45,23,44,50,50,18,52,59,59,53,24,85,73,23,58,53,51
13064,62,GK,50,30,32,27,13,35,19,37,17,10,17,13,14,62,57,60,65,64,18,22,63,33,15,13,17,54,32,35,9,55,43,17,46,37,9
13065,62,CB,64,25,76,59,27,36,48,47,36,20,38,29,22,13,15,9,9,9,60,60,67,46,27,61,19,50,55,35,58,52,71,60,75,43,17
13066,62,RM,66,27,35,70,64,64,64,59,51,61,58,59,52,15,16,7,10,9,42,38,48,50,54,33,55,61,61,60,45,73,65,34,59,59,65
13067,62,ST,78,23,48,80,62,68,61,47,47,53,60,64,48,12,8,10,13,7,54,26,63,37,50,22,51,58,46,57,28,79,71,35,70,45,56
13068,62,CB,38,23,82,33,20,30,30,26,18,19,19,26,18,14,9,13,14,16,65,64,65,21,23,70,48,52,23,39,57,35,59,60,72,24,23
13069,62,RM,66,23,46,72,49,82,66,66,54,51,68,51,56,16,12,14,13,11,39,23,61,61,61,18,57,55,61,56,17,64,64,20,64,64,53
13070,62,ST,84,23,67,82,58,72,60,58,56,58,61,63,48,11,6,8,15,12,57,33,82,46,52,33,68,49,58,64,37,83,61,40,64,55,53
13071,62,CM,58,25,82,56,63,61,58,53,49,45,56,45,42,16,15,10,14,6,66,56,72,59,58,45,51,64,61,68,55,66,88,59,74,61,50
13072,62,CB,42,24,62,33,26,34,54,50,33,22,39,22,21,9,12,12,6,9,65,59,58,47,22,58,27,48,56,36,57,55,63,62,81,28,13
13073,62,LB,80,23,56,73,47,70,61,58,55,59,63,40,49,11,6,13,15,9,41,56,60,52,46,57,44,58,57,53,60,82,72,61,57,53,42
13074,62,CM,62,28,70,70,52,74,63,60,58,52,59,52,47,7,12,14,9,12,60,57,71,62,53,58,52,62,66,71,57,73,70,60,72,54,53
13075,62,ST,67,23,67,63,59,50,58,43,51,54,54,64,47,14,11,12,11,10,68,14,57,43,53,19,59,50,54,65,20,69,64,22,71,33,58
13076,62,RB,73,24,59,75,49,80,56,41,59,40,59,43,29,11,8,7,13,10,60,56,84,46,52,55,44,49,56,45,56,79,83,60,70,43,54
13077,62,ST,63,22,61,59,60,66,59,54,38,61,59,60,70,15,8,11,6,11,61,25,64,31,46,20,63,56,39,75,22,66,55,23,79,45,59
13078,62,CB,70,26,66,66,36,69,40,47,42,33,34,35,36,9,11,8,8,12,61,54,58,50,33,59,34,52,55,36,62,72,78,63,80,33,31
13079,62,CB,64,27,79,68,53,63,36,45,37,35,12,19,30,11,11,16,7,9,22,51,77,37,23,66,28,71,51,21,70,60,78,68,74,31,21
13080,62,CDM,55,24,72,52,45,63,57,59,43,36,48,23,28,10,9,15,10,8,56,56,74,58,25,61,39,53,61,43,60,54,77,62,83,49,27
13081,62,CM,72,23,37,76,53,70,75,74,49,66,66,40,59,12,13,14,12,7,44,56,49,58,53,43,63,54,64,66,49,75,79,50,69,57,40
13082,62,GK,31,23,34,37,13,32,13,31,19,20,4,2,21,63,65,56,57,62,5,29,55,19,10,9,24,59,20,3,7,36,30,8,70,27,8
13083,62,LB,72,25,59,72,60,68,61,53,63,49,56,53,48,9,10,14,14,6,50,53,58,58,48,58,54,62,64,68,58,72,66,62,65,52,49
13084,62,GK,46,25,24,34,13,36,10,5,14,11,14,15,18,68,56,48,70,69,14,16,46,21,14,12,18,30,20,13,13,32,21,14,57,24,15
13085,62,GK,51,22,39,56,12,58,22,35,12,13,11,12,15,65,59,56,62,68,14,15,60,15,13,11,13,46,12,21,11,48,30,15,49,49,15
13086,62,LB,69,25,55,63,33,70,58,57,56,49,56,46,45,14,9,6,9,10,57,58,63,49,24,59,45,54,60,53,57,72,77,60,70,45,17
13087,62,RB,71,28,70,73,51,64,63,65,54,45,61,45,59,10,16,7,13,14,54,56,71,61,57,54,60,67,63,62,56,70,74,56,62,63,52
13088,62,RM,72,24,62,83,56,76,62,54,57,57,58,60,35,9,7,6,9,14,47,52,62,59,64,41,49,55,58,63,43,71,82,45,58,57,55
13089,62,CB,65,23,63,71,50,63,59,61,50,51,57,22,36,14,9,9,10,7,59,58,72,49,28,56,33,56,57,35,59,72,72,61,72,48,17
13090,62,CM,69,23,61,74,46,72,63,66,56,38,52,42,48,14,14,12,12,14,60,59,60,65,51,56,47,62,64,56,62,72,73,58,73,62,36
13091,62,GK,32,25,24,41,14,40,21,18,16,12,11,11,14,66,63,62,55,62,11,19,63,24,11,11,14,58,26,20,17,37,26,19,62,39,15
13092,62,CM,63,25,58,80,54,70,60,58,57,60,57,50,56,12,7,15,10,11,49,52,70,60,56,47,55,58,65,56,45,73,75,57,66,67,49
13093,62,ST,71,25,73,63,60,57,66,63,42,54,56,58,36,10,13,6,16,14,58,28,70,44,55,12,60,61,57,61,22,64,72,25,75,44,58
13094,62,RM,71,33,40,67,52,60,62,59,47,54,68,71,45,16,12,10,13,15,63,42,47,57,60,45,70,66,68,63,42,73,68,45,64,23,63
13095,62,ST,65,28,60,71,63,75,64,64,51,51,63,63,54,8,8,13,13,14,52,43,71,55,63,43,40,62,63,60,45,58,68,50,58,67,55
13096,62,GK,53,25,18,57,15,61,21,13,13,18,14,11,14,62,62,55,63,60,15,22,64,12,13,14,17,55,15,11,11,45,25,12,67,18,13
13097,62,CM,76,24,48,84,56,71,62,51,56,58,65,59,58,8,13,15,15,7,54,46,54,67,65,46,58,49,68,66,44,76,71,54,56,53,68
13098,62,RM,76,22,41,72,73,90,66,41,34,26,69,60,31,11,14,10,8,12,42,37,82,52,52,30,52,54,60,61,34,78,60,41,24,45,45
13099,62,CB,55,25,74,55,27,57,48,53,29,23,42,32,35,7,11,8,11,14,61,60,58,50,33,60,26,57,52,44,57,61,59,60,76,34,26
13100,62,CAM,65,25,39,63,57,68,65,46,59,63,64,48,47,6,6,6,13,16,55,58,67,64,47,26,48,53,66,49,30,62,33,48,47,66,39
13101,62,CDM,78,31,56,75,57,65,51,49,63,55,54,62,62,13,15,11,13,8,51,68,76,62,68,56,63,67,66,68,49,80,80,52,62,55,62
13102,62,CB,64,24,66,64,37,57,54,44,43,25,39,33,31,10,12,7,10,14,62,59,67,58,52,60,47,55,55,55,59,64,49,64,68,42,59
13103,62,LB,68,35,60,64,56,61,59,58,60,62,58,54,37,11,15,7,13,6,48,59,67,57,57,61,59,60,56,38,58,66,73,62,68,58,21
13104,62,CM,67,23,68,57,64,56,64,65,49,51,54,62,62,8,10,13,6,10,67,56,70,59,65,56,54,64,61,75,55,61,77,60,72,53,47
13105,62,CM,71,25,67,72,57,90,65,61,56,46,63,49,56,13,6,10,15,14,58,57,61,58,43,54,41,59,64,54,51,70,71,55,37,61,37
13106,62,RM,80,25,53,69,61,54,61,60,40,27,62,58,29,9,11,14,14,6,61,24,58,42,55,28,57,66,59,61,18,77,75,26,70,54,31
13107,62,CDM,67,27,56,61,67,73,71,75,45,45,71,65,48,7,9,9,14,7,61,64,57,49,63,56,65,71,59,58,57,71,59,62,61,67,51
13108,62,GK,30,26,13,38,11,32,24,29,12,19,13,11,15,60,65,58,62,60,16,21,55,19,14,13,17,55,24,18,15,27,32,17,66,30,13
13109,62,ST,85,26,47,80,69,82,55,64,49,50,54,62,47,8,6,13,10,6,51,37,67,43,54,27,58,66,53,56,25,84,59,31,60,40,51
13110,62,CB,66,23,58,64,38,73,48,42,49,46,43,45,49,7,11,10,10,16,64,50,70,52,49,61,45,59,55,47,63,72,66,61,73,39,42
13111,62,CB,68,32,62,59,41,62,34,50,33,27,22,27,33,14,14,14,7,10,39,68,64,40,37,66,44,57,37,42,62,68,70,65,76,60,19
13112,62,RB,68,32,80,66,42,75,62,53,30,29,23,17,38,7,12,15,10,9,35,69,76,59,16,69,36,59,53,45,68,69,78,61,42,54,18
13113,62,RB,60,25,56,51,54,53,59,56,59,42,49,42,36,16,13,10,12,6,55,58,77,56,15,63,47,56,60,52,61,60,79,63,56,56,33
13114,62,GK,51,27,36,26,12,33,23,33,13,15,15,15,12,61,62,66,59,65,18,22,66,32,15,14,13,52,23,14,17,47,25,11,67,39,15
13115,62,LM,36,35,47,69,50,74,66,57,66,53,64,53,53,15,6,16,15,11,46,62,42,67,64,29,49,70,68,52,38,49,55,42,69,67,45
13116,62,ST,76,30,49,72,62,71,58,45,57,43,61,65,55,8,16,8,10,12,45,43,58,34,58,13,53,52,61,63,22,73,63,25,74,51,62
13117,62,LM,80,25,65,83,57,72,61,40,60,62,65,58,51,6,11,15,8,8,36,42,60,49,52,32,55,57,58,64,39,79,64,43,57,40,55
13118,62,CAM,74,27,44,83,62,79,62,51,56,66,62,59,54,6,8,12,7,11,55,19,63,53,57,15,60,55,61,55,25,72,75,30,58,57,54
13119,62,CB,62,26,61,65,38,63,48,48,34,33,30,25,30,6,9,10,12,8,63,55,83,50,20,56,31,53,58,51,58,67,79,60,82,41,25
13120,62,ST,30,29,63,60,67,56,61,71,29,46,43,61,23,8,13,8,14,7,74,31,84,25,58,29,59,65,47,71,22,34,91,24,91,54,62
13121,62,CM,60,25,70,63,56,62,63,67,54,61,58,53,54,11,10,10,8,15,53,57,71,60,56,45,53,57,62,63,46,69,70,53,67,66,49
13122,62,LM,84,26,53,82,54,89,61,57,56,44,65,54,57,9,15,10,13,8,48,40,70,47,52,20,48,56,56,69,24,88,74,31,58,48,52
13123,62,GK,38,29,20,35,17,53,19,21,14,18,12,13,25,63,58,49,53,67,10,23,65,24,9,12,15,70,19,22,10,32,33,9,53,25,15
13124,62,LW,75,26,49,77,61,76,66,60,55,62,65,50,56,11,7,15,15,5,48,30,47,55,57,23,55,61,61,62,24,73,70,21,46,57,54
13125,62,LB,62,26,54,78,56,83,60,46,60,56,62,45,41,13,7,16,13,15,55,58,76,58,60,62,46,60,60,55,56,68,77,62,73,47,44
13126,62,RB,75,27,61,76,62,71,54,40,55,35,51,43,18,6,9,14,16,7,53,62,60,64,50,59,34,59,54,55,60,64,87,58,72,47,30
13127,62,LM,80,28,48,73,57,68,60,60,59,57,62,58,61,1,1,1,1,1,32,41,59,50,60,34,38,48,56,57,38,79,70,39,57,60,44
13128,62,ST,55,26,75,33,57,35,58,55,29,37,52,60,39,9,15,12,14,14,62,28,62,35,58,21,62,56,48,76,28,64,56,24,94,50,62
13129,62,CM,68,26,57,75,50,72,66,55,62,60,70,56,71,6,6,7,15,6,57,48,66,62,65,48,63,58,65,72,55,66,73,49,68,58,56
13130,62,LM,77,23,59,70,60,61,62,61,48,53,64,61,34,8,8,6,8,7,54,17,65,53,59,20,59,61,56,62,20,78,54,30,71,56,56
13131,62,LB,55,28,68,73,57,65,60,65,61,60,56,50,67,16,10,14,11,14,63,60,78,58,58,59,50,60,60,56,62,62,73,61,59,59,50
13132,62,RB,55,27,70,58,45,49,52,62,62,36,50,27,32,6,13,10,12,9,59,64,70,64,53,59,35,51,62,61,63,54,80,66,79,41,43
13133,62,GK,44,28,31,56,14,54,17,23,17,11,11,14,11,63,57,56,62,66,11,22,58,39,15,13,19,58,37,25,12,32,40,14,45,38,16
13134,62,RB,62,32,42,60,63,56,64,57,68,68,63,50,71,14,15,11,12,7,44,59,54,58,60,64,59,59,59,60,64,60,61,62,55,57,59
13135,62,LB,68,29,63,63,47,57,66,57,65,55,59,48,54,14,12,7,10,14,64,53,68,53,48,56,45,62,58,46,58,70,69,60,75,52,39
13136,60,LB,54,27,70,43,23,42,44,58,53,39,29,17,33,13,8,6,16,8,58,66,73,37,18,61,37,64,43,38,59,69,64,62,71,34,16
13137,62,ST,72,27,31,80,59,61,66,43,42,54,62,60,58,6,13,12,16,16,57,34,34,27,59,23,67,65,44,66,26,69,54,12,58,51,45
13138,62,CB,59,27,75,52,30,63,52,57,54,48,50,32,33,9,7,15,14,13,61,58,69,55,43,59,39,58,56,51,57,51,67,58,74,44,32
13139,62,RM,72,25,38,72,54,70,63,54,63,64,60,55,58,9,16,16,12,6,37,40,69,60,59,38,48,57,58,64,43,71,74,50,58,56,51
13140,62,RB,77,30,48,83,60,90,71,68,65,63,68,58,64,8,16,7,7,12,32,58,71,56,62,53,65,65,66,60,52,74,65,54,55,65,60
13141,62,CB,65,27,61,44,17,37,46,48,15,37,15,20,38,35,26,30,26,27,64,57,70,24,16,57,31,62,52,23,52,70,64,61,80,18,15
13142,62,CB,72,29,74,60,30,61,49,53,35,30,40,26,39,9,11,7,10,16,62,55,70,49,37,56,46,62,44,72,62,52,55,57,80,46,33
13143,62,ST,53,29,71,60,71,47,53,60,45,50,62,60,46,12,14,14,15,13,65,46,48,44,52,27,61,54,51,65,32,57,73,42,73,52,57
13144,62,RB,69,26,71,74,55,64,61,43,59,47,60,51,30,15,14,12,10,8,49,54,59,49,38,61,31,62,58,52,59,75,72,59,58,48,42
13145,62,ST,73,25,74,70,67,61,63,62,58,59,51,55,63,16,6,9,13,8,53,54,50,56,54,40,45,62,64,65,52,74,90,54,59,56,51
13146,62,RB,73,26,47,73,47,73,54,55,56,52,58,38,44,9,16,14,11,8,42,58,66,45,37,60,32,59,51,46,64,64,77,62,57,54,44
13147,62,GK,46,25,19,30,12,37,34,52,8,6,12,7,7,65,53,50,64,69,12,25,52,28,8,9,13,49,37,12,13,42,21,16,59,22,9
13148,62,LB,66,28,43,76,65,75,65,35,66,61,64,55,58,10,13,8,10,16,55,40,71,60,46,62,55,50,61,52,67,69,72,63,56,65,47
13149,63,CDM,68,28,64,72,51,81,59,61,53,40,54,40,39,15,14,13,12,14,54,61,80,59,44,58,52,61,61,55,60,66,77,61,73,60,37
13150,62,ST,76,30,56,50,65,71,60,55,50,47,60,52,37,9,11,16,8,16,63,34,73,55,46,12,66,63,56,59,16,78,70,21,70,63,60
13151,62,LM,72,28,73,56,56,62,62,54,58,63,62,52,65,8,6,10,13,13,54,33,58,54,67,36,54,56,58,77,30,78,80,33,72,55,59
13152,62,ST,74,29,67,70,60,67,53,52,49,43,54,60,35,8,16,7,6,13,68,46,83,42,49,30,56,60,58,60,26,72,84,29,75,48,49
13153,62,LB,75,27,65,81,32,84,64,59,57,25,58,35,15,16,8,6,11,14,48,56,72,48,32,60,30,54,58,38,61,73,74,60,58,36,22
13154,62,GK,29,28,29,36,14,31,22,18,11,19,14,14,16,64,62,56,63,63,13,11,57,18,12,14,16,52,21,16,11,38,30,12,27,45,14
13155,62,RM,71,28,63,71,57,72,62,47,58,46,60,53,48,8,12,12,9,7,43,59,56,54,51,53,54,54,59,58,47,71,92,58,70,52,47
13156,62,GK,31,26,36,55,14,52,17,11,13,16,11,12,11,64,62,63,61,65,11,26,44,14,14,13,13,47,15,13,13,28,25,13,57,13,15
13157,62,ST,66,26,41,67,56,78,62,45,58,47,57,65,36,9,14,10,6,12,63,31,81,53,59,25,61,52,59,68,26,63,51,20,63,49,61
13158,62,CM,58,27,76,70,60,68,60,49,49,48,57,46,59,14,9,6,16,9,52,69,83,60,62,50,43,57,61,66,61,54,80,59,77,62,63
13159,62,LB,71,27,49,61,41,63,58,47,61,61,54,42,60,9,12,8,6,7,49,55,58,59,36,60,58,59,61,32,56,72,80,56,71,56,30
13160,62,RM,69,30,74,63,63,44,55,52,55,42,64,60,42,37,32,36,27,30,73,47,78,49,62,48,55,62,60,57,56,69,73,53,79,56,48
13161,62,GK,54,29,21,52,11,43,18,62,10,19,4,12,14,62,60,50,63,62,20,21,70,14,10,12,23,63,22,22,9,56,30,7,65,43,4
13162,62,LB,72,27,68,75,58,57,55,55,60,32,57,42,29,11,15,8,16,10,58,56,75,55,45,58,41,55,61,55,57,70,85,58,57,50,53
13163,62,RB,61,26,63,58,48,69,63,59,44,27,58,33,30,8,12,6,7,7,61,59,57,62,35,65,30,51,67,37,63,67,68,66,70,67,36
13164,62,ST,75,30,55,81,63,75,61,49,62,63,64,61,65,12,6,9,7,8,47,15,68,50,62,24,34,53,47,68,13,67,66,25,70,51,54
13165,62,RM,80,28,26,86,54,82,61,59,55,68,66,53,66,14,11,8,9,14,28,18,59,54,58,18,58,57,57,59,25,78,58,35,50,57,54
